지역별,시점,아파트매매가격지수,인구밀도,사교육참여율,고용률,여성초혼연령,인터넷이용률,합계출산율,근로시간
제주,2018.07,96.5,357.9,71.9,68.2,30.91,88.8,1.182,171.5
충남,2018.07,94.9,265.3,69.0,65.8,29.82,94.3,1.149,166.8
충북,2018.07,93.9,219.5,68.7,65.1,29.84,93.7,1.111,167.5
강원,2018.08,95.9,90.3,65.6,63.1,30.28,84.5,1.076,167.6
경기,2018.08,101.1,1298.7,77.8,62.0,30.67,91.3,0.968,171.0
경남,2018.08,91.7,317.7,71.6,61.4,30.38,89.4,1.078,167.5
경북,2018.08,93.2,140.3,69.2,62.2,30.32,93.7,1.122,167.0
광주,2018.08,105.8,2972.9,73.4,59.3,30.57,92.5,0.938,169.5
대구,2018.08,102.6,2755.8,75.0,58.6,30.58,97.1,0.955,170.7
대전,2018.08,99.9,2785.3,74.2,58.0,30.39,94.5,0.912,166.9
부산,2018.08,96.0,4389.7,75.4,55.1,31.0,92.8,0.857,170.8
서울,2018.08,115.0,15945.8,79.7,59.5,31.47,91.9,0.735,169.6
울산,2018.08,90.4,1079.1,72.6,59.0,30.21,94.2,1.104,165.1
인천,2018.08,99.1,2771.5,74.7,62.7,30.52,92.6,0.968,170.6
전남,2018.08,101.2,144.9,60.8,62.5,30.03,84.6,1.237,170.2
전북,2018.08,96.9,224.4,68.0,58.4,30.24,86.8,1.001,168.6
제주,2018.08,98.3,358.2,71.8,68.1,30.92,88.8,1.176,171.5
충남,2018.08,94.9,265.3,68.9,65.5,29.84,94.6,1.143,167.4
충북,2018.08,93.7,219.6,68.6,64.6,29.87,94.1,1.101,167.8
강원,2018.09,95.8,90.3,65.6,63.3,30.29,84.6,1.077,168.0
경기,2018.09,102.3,1300.3,77.7,62.4,30.68,91.2,0.963,171.5
경남,2018.09,91.2,317.7,71.6,62.4,30.4,89.2,1.071,168.0
경북,2018.09,93.0,140.2,69.2,62.5,30.34,93.9,1.115,167.4
광주,2018.09,108.0,2972.8,73.3,60.0,30.59,92.2,0.933,170.0
대구,2018.09,103.8,2754.4,74.9,58.6,30.59,97.4,0.95,171.2
대전,2018.09,100.2,2783.4,74.1,59.0,30.4,94.6,0.906,167.4
부산,2018.09,95.9,4387.2,75.4,55.4,31.01,92.8,0.851,171.3
서울,2018.09,121.6,15941.1,79.7,59.3,31.49,92.0,0.732,170.1
울산,2018.09,89.7,1078.5,72.5,58.5,30.22,94.1,1.1,165.8
인천,2018.09,99.2,2772.8,74.6,62.9,30.54,92.8,0.962,171.0
전남,2018.09,101.9,144.9,60.7,63.3,30.04,84.6,1.236,170.6
전북,2018.09,97.3,224.3,68.0,59.3,30.26,86.4,0.995,169.1
제주,2018.09,98.5,358.5,71.8,68.2,30.94,88.8,1.17,171.6
충남,2018.09,94.2,265.3,68.8,65.9,29.86,94.9,1.137,168.0
충북,2018.09,93.4,219.7,68.6,64.2,29.9,94.5,1.091,168.1
강원,2018.1,95.9,90.3,65.6,63.0,30.31,84.7,1.078,168.3
경기,2018.1,102.6,1301.9,77.6,62.0,30.7,91.2,0.958,172.0
경남,2018.1,90.8,317.7,71.5,61.9,30.42,89.0,1.065,168.5
경북,2018.1,92.0,140.2,69.1,63.1,30.36,94.0,1.108,167.8
광주,2018.1,109.5,2972.8,73.3,59.7,30.61,92.0,0.928,170.5
대구,2018.1,104.0,2753.0,74.9,59.1,30.6,97.6,0.946,171.6
대전,2018.1,101.4,2781.4,74.1,59.0,30.42,94.6,0.9,167.9
부산,2018.1,96.0,4384.7,75.3,56.5,31.02,92.8,0.845,171.7
서울,2018.1,122.4,15936.4,79.7,59.4,31.51,92.1,0.728,170.6
울산,2018.1,89.4,1078.0,72.5,59.3,30.23,94.0,1.096,166.5
인천,2018.1,99.5,2774.1,74.5,63.0,30.56,92.9,0.956,171.5
전남,2018.1,101.6,144.8,60.7,63.8,30.05,84.5,1.236,171.0
전북,2018.1,96.7,224.2,67.9,59.5,30.29,86.0,0.989,169.6
제주,2018.1,96.4,358.8,71.8,68.3,30.96,88.8,1.164,171.6
충남,2018.1,93.9,265.3,68.7,65.4,29.87,95.2,1.13,168.5
충북,2018.1,92.6,219.8,68.5,64.2,29.92,94.8,1.08,168.4
강원,2018.11,93.6,90.3,65.5,62.9,30.32,84.8,1.079,168.7
경기,2018.11,102.1,1303.4,77.6,62.3,30.72,91.1,0.953,172.6
경남,2018.11,90.1,317.6,71.5,61.9,30.45,88.9,1.059,169.0
경북,2018.11,91.6,140.2,69.0,63.2,30.39,94.2,1.102,168.2
광주,2018.11,110.1,2972.7,73.2,59.9,30.63,91.7,0.923,171.0
대구,2018.11,103.6,2751.7,74.8,58.8,30.61,97.9,0.941,172.1
대전,2018.11,101.8,2779.5,74.0,58.9,30.44,94.7,0.895,168.4
부산,2018.11,94.9,4382.2,75.2,56.7,31.03,92.8,0.839,172.2
서울,2018.11,120.7,15931.6,79.6,59.9,31.53,92.1,0.724,171.0
울산,2018.11,88.3,1077.4,72.4,58.8,30.24,93.8,1.092,167.2
인천,2018.11,98.7,2775.3,74.5,63.3,30.57,93.1,0.951,172.0
전남,2018.11,102.1,144.8,60.7,63.7,30.06,84.4,1.235,171.4
전북,2018.11,96.1,224.1,67.9,59.3,30.32,85.5,0.983,170.1
제주,2018.11,96.3,359.1,71.7,69.6,30.97,88.8,1.158,171.6
충남,2018.11,93.4,265.4,68.6,65.5,29.89,95.5,1.124,169.1
충북,2018.11,91.3,219.9,68.4,64.5,29.95,95.2,1.07,168.8
강원,2018.12,92.5,90.3,65.5,57.2,30.34,84.9,1.081,169.1
경기,2018.12,101.6,1305.0,77.5,61.1,30.74,91.1,0.948,173.1
경남,2018.12,89.0,317.6,71.4,61.0,30.47,88.7,1.052,169.5
경북,2018.12,90.4,140.2,68.9,60.5,30.41,94.4,1.095,168.6
광주,2018.12,109.9,2972.7,73.2,59.2,30.65,91.5,0.918,171.5
대구,2018.12,103.7,2750.3,74.7,58.3,30.62,98.2,0.937,172.6
대전,2018.12,101.8,2777.5,74.0,58.3,30.45,94.7,0.889,168.9
부산,2018.12,93.9,4379.7,75.2,55.8,31.04,92.8,0.833,172.6
서울,2018.12,119.2,15926.9,79.6,59.3,31.55,92.2,0.721,171.5
울산,2018.12,87.6,1076.9,72.4,58.4,30.25,93.7,1.088,167.9
인천,2018.12,98.8,2776.6,74.4,63.1,30.59,93.2,0.945,172.5
전남,2018.12,101.3,144.8,60.7,63.1,30.07,84.3,1.234,171.8
전북,2018.12,95.3,224.0,67.8,57.9,30.34,85.1,0.977,170.6
제주,2018.12,96.1,359.4,71.7,68.6,30.99,88.8,1.151,171.6
충남,2018.12,92.8,265.4,68.6,61.4,29.91,95.8,1.118,169.6
충북,2018.12,89.5,220.0,68.4,61.4,29.98,95.6,1.06,169.1
강원,2019.01,91.5,90.3,64.2,55.4,30.34,84.5,1.082,167.7
경기,2019.01,100.9,1306.7,71.4,60.5,30.75,91.2,0.943,171.7
경남,2019.01,88.2,317.5,67.0,60.1,30.47,88.8,1.046,168.2
경북,2019.01,90.1,140.1,63.3,58.8,30.41,94.3,1.089,167.2
광주,2019.01,110.8,2970.7,69.1,58.1,30.65,91.5,0.913,170.1
대구,2019.01,103.1,2748.5,68.8,57.1,30.62,98.1,0.932,170.8
대전,2019.01,102.0,2775.9,70.1,57.8,30.46,94.7,0.883,167.6
부산,2019.01,93.7,4377.1,69.8,54.9,31.04,92.8,0.827,171.0
서울,2019.01,117.9,15919.6,76.5,58.7,31.55,92.2,0.717,169.8
울산,2019.01,86.8,1076.2,67.6,57.1,30.26,93.9,1.084,166.7
인천,2019.01,98.9,2775.6,69.2,61.5,30.6,93.1,0.94,171.0
전남,2019.01,102.1,144.8,59.0,61.2,30.08,84.4,1.234,170.6
전북,2019.01,95.4,224.0,64.5,57.1,30.35,85.3,0.971,169.3
제주,2019.01,95.1,359.7,68.5,67.8,30.98,88.8,1.145,169.7
충남,2019.01,92.7,265.3,62.3,60.8,29.91,95.5,1.112,168.3
충북,2019.01,88.9,220.0,63.9,60.1,29.99,95.6,1.05,167.9
강원,2019.02,91.0,90.3,63.6,56.1,30.35,84.2,1.078,166.2
경기,2019.02,100.3,1308.4,68.4,60.5,30.76,91.3,0.938,170.4
경남,2019.02,87.5,317.4,64.8,60.3,30.48,88.8,1.038,166.9
경북,2019.02,89.5,140.0,60.5,59.8,30.4,94.2,1.082,165.7
광주,2019.02,110.3,2968.7,67.1,58.2,30.66,91.6,0.905,168.6
대구,2019.02,102.9,2746.7,66.0,56.9,30.63,97.9,0.922,169.0
대전,2019.02,101.8,2774.3,68.2,58.6,30.48,94.6,0.877,166.3
부산,2019.02,93.6,4374.6,67.1,55.3,31.05,92.8,0.82,169.3
서울,2019.02,117.1,15912.2,75.0,58.4,31.56,92.2,0.711,168.2
울산,2019.02,86.4,1075.6,65.2,57.8,30.26,94.1,1.076,165.4
인천,2019.02,98.5,2774.7,66.6,61.7,30.61,92.9,0.931,169.5
전남,2019.02,102.3,144.8,58.1,61.6,30.1,84.6,1.227,169.4
전북,2019.02,95.0,223.9,62.8,57.6,30.37,85.5,0.966,168.1
제주,2019.02,95.7,359.9,66.9,67.9,30.98,88.9,1.135,167.8
충남,2019.02,92.5,265.2,59.2,61.0,29.92,95.2,1.105,166.9
충북,2019.02,88.8,220.0,61.6,60.7,30.01,95.5,1.044,166.7
강원,2019.03,90.5,90.3,63.7,61.4,30.35,83.8,1.074,164.8
경기,2019.03,99.8,1310.1,68.5,61.6,30.76,91.4,0.932,169.0
경남,2019.03,86.9,317.2,64.9,61.3,30.48,88.9,1.029,165.7
경북,2019.03,88.0,139.9,60.6,61.0,30.4,94.1,1.075,164.3
광주,2019.03,110.1,2966.6,67.2,59.2,30.66,91.6,0.896,167.2
대구,2019.03,103.0,2744.9,66.1,57.6,30.63,97.8,0.911,167.2
대전,2019.03,102.4,2772.6,68.3,58.8,30.49,94.6,0.87,165.0
부산,2019.03,92.5,4372.0,67.2,56.0,31.05,92.8,0.814,167.7
서울,2019.03,116.1,15904.9,75.1,58.7,31.56,92.2,0.704,166.5
울산,2019.03,85.4,1074.9,65.3,58.1,30.27,94.2,1.067,164.2
인천,2019.03,98.0,2773.7,66.7,62.3,30.62,92.8,0.921,168.0
전남,2019.03,102.7,144.8,58.2,62.9,30.11,84.7,1.219,168.2
전북,2019.03,93.9,223.8,62.9,58.2,30.38,85.7,0.961,166.8
제주,2019.03,94.2,360.2,67.0,67.5,30.97,88.9,1.124,166.0
충남,2019.03,92.2,265.0,59.3,63.7,29.92,94.9,1.098,165.6
충북,2019.03,87.8,220.1,61.7,62.3,30.02,95.4,1.039,165.6
강원,2019.04,89.1,90.3,63.7,63.8,30.36,83.5,1.07,163.3
경기,2019.04,99.6,1311.8,68.6,61.9,30.77,91.5,0.927,167.6
경남,2019.04,86.0,317.1,65.0,61.0,30.49,89.0,1.021,164.4
경북,2019.04,88.0,139.8,60.7,61.4,30.4,94.0,1.068,162.9
광주,2019.04,109.9,2964.6,67.2,58.9,30.66,91.7,0.888,165.7
대구,2019.04,102.6,2743.1,66.2,57.9,30.64,97.6,0.901,165.5
대전,2019.04,102.7,2771.0,68.3,58.4,30.5,94.5,0.864,163.8
부산,2019.04,92.5,4369.4,67.3,56.1,31.05,92.9,0.807,166.1
서울,2019.04,116.2,15897.6,75.1,59.6,31.57,92.2,0.698,164.9
울산,2019.04,85.4,1074.3,65.4,58.8,30.28,94.4,1.059,162.9
인천,2019.04,98.0,2772.8,66.7,62.7,30.63,92.6,0.912,166.4
전남,2019.04,101.9,144.8,58.3,63.0,30.13,84.9,1.212,167.0
전북,2019.04,93.5,223.8,62.9,59.6,30.39,85.9,0.956,165.6
제주,2019.04,94.5,360.5,67.0,68.1,30.97,88.9,1.114,164.1
충남,2019.04,91.3,264.9,59.4,64.5,29.92,94.6,1.091,164.3
충북,2019.04,87.2,220.1,61.8,63.2,30.04,95.4,1.033,164.4
강원,2019.05,88.9,90.3,63.8,64.5,30.36,83.1,1.067,161.9
경기,2019.05,99.4,1313.5,68.7,62.5,30.78,91.6,0.921,166.3
경남,2019.05,85.5,317.0,65.0,61.6,30.49,89.0,1.012,163.1
경북,2019.05,87.4,139.7,60.8,62.0,30.4,93.9,1.06,161.4
광주,2019.05,109.0,2962.6,67.3,59.2,30.66,91.7,0.879,164.3
대구,2019.05,102.7,2741.3,66.3,58.4,30.64,97.5,0.89,163.7
대전,2019.05,102.9,2769.4,68.4,59.3,30.52,94.4,0.857,162.5
부산,2019.05,91.8,4366.9,67.4,56.6,31.06,92.9,0.8,164.5
서울,2019.05,117.3,15890.3,75.2,60.3,31.57,92.2,0.692,163.2
울산,2019.05,85.0,1073.6,65.4,59.5,30.28,94.6,1.051,161.6
인천,2019.05,97.4,2771.8,66.8,63.1,30.64,92.4,0.903,164.9
전남,2019.05,102.4,144.8,58.3,63.5,30.14,85.0,1.204,165.8
전북,2019.05,92.6,223.7,63.0,60.3,30.4,86.1,0.95,164.3
제주,2019.05,91.7,360.7,67.1,68.6,30.96,88.9,1.104,162.2
충남,2019.05,91.1,264.8,59.4,65.1,29.93,94.3,1.084,163.0
충북,2019.05,86.3,220.1,61.8,64.3,30.05,95.3,1.028,163.2
강원,2019.06,88.8,90.4,63.8,63.8,30.36,82.8,1.063,160.4
경기,2019.06,99.6,1315.2,68.7,62.8,30.78,91.7,0.916,164.9
경남,2019.06,84.9,316.9,65.1,61.5,30.49,89.1,1.004,161.8
경북,2019.06,87.2,139.6,60.9,62.4,30.4,93.8,1.053,160.0
광주,2019.06,109.4,2960.6,67.3,59.6,30.66,91.8,0.87,162.8
대구,2019.06,102.9,2739.4,66.4,58.6,30.65,97.4,0.88,161.9
대전,2019.06,103.6,2767.8,68.5,59.7,30.53,94.4,0.85,161.2
부산,2019.06,91.2,4364.3,67.5,56.7,31.06,92.9,0.794,162.8
서울,2019.06,119.7,15883.0,75.2,60.6,31.58,92.2,0.686,161.6
울산,2019.06,84.5,1073.0,65.5,59.7,30.29,94.8,1.042,160.4
인천,2019.06,97.4,2770.8,66.9,63.2,30.64,92.3,0.894,163.4
전남,2019.06,102.2,144.9,58.4,63.5,30.16,85.2,1.197,164.6
전북,2019.06,92.5,223.7,63.0,60.4,30.42,86.2,0.945,163.0
제주,2019.06,93.6,361.0,67.1,68.7,30.96,88.9,1.093,160.3
충남,2019.06,90.7,264.7,59.5,64.7,29.93,94.0,1.077,161.6
충북,2019.06,85.8,220.2,61.9,63.6,30.06,95.3,1.022,162.0
강원,2019.07,87.4,90.4,63.9,65.0,30.37,82.4,1.059,159.0
경기,2019.07,99.9,1316.8,68.8,62.3,30.79,91.8,0.91,163.5
경남,2019.07,84.7,316.8,65.1,61.4,30.5,89.2,0.996,160.6
경북,2019.07,86.9,139.4,61.0,62.4,30.39,93.8,1.046,158.6
광주,2019.07,109.5,2958.6,67.4,59.1,30.67,91.8,0.862,161.4
대구,2019.07,103.4,2737.6,66.5,58.3,30.65,97.2,0.87,160.1
대전,2019.07,104.7,2766.2,68.5,60.5,30.54,94.4,0.844,159.9
부산,2019.07,91.2,4361.7,67.5,57.3,31.06,92.9,0.787,161.2
서울,2019.07,122.2,15875.6,75.3,60.8,31.58,92.3,0.68,159.9
울산,2019.07,84.3,1072.3,65.6,59.7,30.3,95.0,1.034,159.2
인천,2019.07,97.5,2769.9,66.9,62.5,30.65,92.2,0.884,161.9
전남,2019.07,102.2,144.9,58.5,63.0,30.17,85.3,1.19,163.5
전북,2019.07,92.0,223.7,63.1,60.2,30.43,86.4,0.94,161.8
제주,2019.07,92.6,361.3,67.2,67.5,30.95,89.0,1.083,158.4
충남,2019.07,90.8,264.6,59.5,64.5,29.93,93.8,1.07,160.3
충북,2019.07,85.6,220.2,61.9,63.7,30.08,95.3,1.016,160.9
강원,2019.08,87.9,90.4,63.9,65.3,30.37,82.0,1.055,157.6
경기,2019.08,100.2,1318.5,68.9,62.1,30.8,91.9,0.905,162.2
경남,2019.08,84.4,316.7,65.2,61.5,30.5,89.2,0.987,159.3
경북,2019.08,86.9,139.3,61.1,62.5,30.39,93.7,1.039,157.1
광주,2019.08,109.9,2956.6,67.4,59.5,30.67,91.8,0.854,160.0
대구,2019.08,104.1,2735.8,66.6,58.4,30.65,97.1,0.859,158.3
대전,2019.08,106.3,2764.6,68.6,61.0,30.56,94.3,0.838,158.6
부산,2019.08,90.8,4359.2,67.6,57.0,31.07,92.9,0.78,159.6
서울,2019.08,124.0,15868.3,75.3,60.6,31.58,92.3,0.673,158.2
울산,2019.08,84.0,1071.6,65.6,59.3,30.3,95.2,1.026,157.9
인천,2019.08,97.7,2768.9,67.0,62.5,30.66,92.0,0.875,160.4
전남,2019.08,101.7,144.9,58.5,63.7,30.18,85.4,1.182,162.3
전북,2019.08,91.6,223.6,63.2,59.3,30.44,86.6,0.935,160.5
제주,2019.08,92.6,361.5,67.2,68.6,30.94,89.0,1.073,156.5
충남,2019.08,90.6,264.5,59.6,64.0,29.94,93.5,1.064,159.0
충북,2019.08,85.2,220.2,62.0,63.9,30.09,95.2,1.011,159.7
강원,2019.09,87.0,90.4,64.0,65.0,30.38,81.7,1.051,156.1
경기,2019.09,100.4,1320.2,68.9,61.9,30.81,92.0,0.9,160.8
경남,2019.09,84.3,316.6,65.3,61.4,30.51,89.3,0.979,158.0
경북,2019.09,87.0,139.2,61.2,62.4,30.39,93.6,1.032,155.7
광주,2019.09,110.5,2954.6,67.5,59.5,30.67,91.9,0.845,158.5
대구,2019.09,104.7,2734.0,66.7,58.3,30.66,96.9,0.849,156.5
대전,2019.09,107.7,2763.0,68.6,61.0,30.57,94.2,0.831,157.4
부산,2019.09,90.9,4356.6,67.7,57.2,31.07,93.0,0.774,158.0
서울,2019.09,125.3,15861.0,75.4,60.8,31.59,92.3,0.667,156.6
울산,2019.09,84.2,1071.0,65.7,59.9,30.31,95.4,1.017,156.6
인천,2019.09,97.9,2768.0,67.0,62.9,30.67,91.9,0.866,158.9
전남,2019.09,102.7,144.9,58.6,65.0,30.2,85.6,1.175,161.1
전북,2019.09,91.9,223.6,63.2,59.8,30.45,86.8,0.93,159.3
제주,2019.09,91.1,361.8,67.2,68.2,30.94,89.0,1.062,154.6
충남,2019.09,90.3,264.4,59.7,64.2,29.94,93.2,1.057,157.7
충북,2019.09,84.8,220.2,62.1,63.8,30.11,95.2,1.005,158.5
강원,2019.1,86.7,90.4,64.0,64.5,30.38,81.3,1.048,154.7
경기,2019.1,100.9,1321.9,69.0,62.2,30.81,92.1,0.894,159.4
경남,2019.1,83.9,316.4,65.3,61.9,30.51,89.4,0.97,156.8
경북,2019.1,86.9,139.1,61.3,62.8,30.38,93.5,1.024,154.3
광주,2019.1,111.0,2952.5,67.5,60.2,30.67,91.9,0.836,157.1
대구,2019.1,104.9,2732.2,66.8,58.1,30.66,96.8,0.838,154.8
대전,2019.1,109.1,2761.3,68.7,61.0,30.58,94.2,0.824,156.1
부산,2019.1,90.6,4354.0,67.8,57.6,31.07,93.0,0.767,156.4
서울,2019.1,127.3,15853.7,75.4,60.7,31.59,92.3,0.661,154.9
울산,2019.1,85.0,1070.3,65.8,59.7,30.32,95.5,1.009,155.4
인천,2019.1,98.2,2767.0,67.1,62.5,30.68,91.7,0.857,157.3
전남,2019.1,102.5,144.9,58.7,65.2,30.21,85.7,1.167,159.9
전북,2019.1,91.7,223.5,63.3,59.8,30.46,87.0,0.924,158.0
제주,2019.1,92.5,362.1,67.3,69.3,30.93,89.0,1.052,152.8
충남,2019.1,90.8,264.2,59.7,65.2,29.94,92.9,1.05,156.4
충북,2019.1,84.4,220.2,62.1,64.1,30.12,95.1,1.0,157.4
강원,2019.11,86.5,90.4,64.1,64.0,30.39,81.0,1.044,153.2
경기,2019.11,101.5,1323.6,69.1,62.3,30.82,92.2,0.889,158.1
경남,2019.11,84.4,316.3,65.4,62.0,30.52,89.4,0.962,155.5
경북,2019.11,86.5,139.0,61.3,63.5,30.38,93.4,1.017,152.8
광주,2019.11,111.4,2950.5,67.6,60.2,30.68,92.0,0.828,155.6
대구,2019.11,105.5,2730.4,66.9,58.3,30.67,96.6,0.828,153.0
대전,2019.11,111.8,2759.7,68.8,61.2,30.6,94.1,0.818,154.8
부산,2019.11,93.0,4351.5,67.9,57.5,31.08,93.0,0.76,154.7
서울,2019.11,129.6,15846.3,75.5,60.5,31.6,92.3,0.655,153.3
울산,2019.11,86.2,1069.7,65.8,60.1,30.32,95.7,1.001,154.1
인천,2019.11,98.4,2766.1,67.1,62.8,30.69,91.5,0.848,155.8
전남,2019.11,102.4,144.9,58.7,64.8,30.23,85.9,1.16,158.7
전북,2019.11,91.3,223.4,63.3,60.4,30.48,87.2,0.919,156.8
제주,2019.11,92.4,362.3,67.3,69.3,30.93,89.1,1.042,150.9
충남,2019.11,90.2,264.1,59.8,64.2,29.95,92.6,1.043,155.0
충북,2019.11,84.2,220.3,62.2,63.3,30.14,95.0,0.994,156.2
강원,2019.12,86.5,90.4,64.1,58.2,30.39,80.6,1.04,151.8
경기,2019.12,102.3,1325.3,69.2,61.9,30.83,92.3,0.883,156.7
경남,2019.12,85.5,316.2,65.5,61.3,30.52,89.5,0.953,154.2
경북,2019.12,86.9,138.9,61.4,61.1,30.38,93.3,1.01,151.4
광주,2019.12,111.2,2948.5,67.6,59.5,30.68,92.0,0.819,154.2
대구,2019.12,106.3,2728.6,67.0,57.4,30.67,96.5,0.817,151.2
대전,2019.12,114.3,2758.1,68.8,60.2,30.61,94.1,0.811,153.5
부산,2019.12,95.0,4348.9,67.9,57.0,31.08,93.0,0.754,153.1
서울,2019.12,131.9,15839.0,75.5,60.4,31.6,92.3,0.648,151.6
울산,2019.12,87.2,1069.0,65.9,59.7,30.33,95.9,0.992,152.9
인천,2019.12,98.6,2765.1,67.2,62.4,30.7,91.4,0.838,154.3
전남,2019.12,102.1,144.9,58.8,63.6,30.24,86.0,1.152,157.5
전북,2019.12,91.4,223.4,63.4,59.4,30.49,87.4,0.914,155.5
제주,2019.12,92.8,362.6,67.4,69.3,30.92,89.1,1.031,149.0
충남,2019.12,91.6,264.0,59.9,61.9,29.95,92.3,1.036,153.7
충북,2019.12,84.8,220.3,62.3,61.5,30.15,95.0,0.989,155.0
강원,2020.01,86.5,90.4,67.8,56.3,30.4,80.7,1.036,152.9
경기,2020.01,103.5,1326.4,74.8,61.2,30.85,92.5,0.878,157.8
경남,2020.01,85.9,316.0,70.3,60.8,30.55,89.9,0.945,155.2
경북,2020.01,86.8,138.9,68.3,60.0,30.4,93.1,1.003,152.5
광주,2020.01,111.7,2948.1,71.6,59.1,30.71,92.3,0.811,155.1
대구,2020.01,107.0,2726.4,75.1,56.7,30.7,96.3,0.807,152.5
대전,2020.01,116.3,2756.8,73.3,60.2,30.61,93.9,0.805,154.7
부산,2020.01,95.0,4346.2,74.3,56.2,31.1,93.3,0.747,154.4
서울,2020.01,132.9,15823.3,79.5,60.0,31.63,92.4,0.642,152.9
울산,2020.01,87.8,1067.8,71.1,58.8,30.35,96.1,0.984,153.9
인천,2020.01,99.5,2765.7,71.7,61.1,30.72,91.6,0.829,155.5
전남,2020.01,103.0,144.8,63.9,62.4,30.25,86.0,1.145,158.4
전북,2020.01,91.7,223.2,67.7,58.2,30.5,87.6,0.909,156.4
제주,2020.01,90.9,362.7,70.9,69.2,30.93,89.0,1.021,150.5
충남,2020.01,91.6,264.0,64.8,59.1,29.97,92.2,1.029,154.8
충북,2020.01,85.2,220.2,67.1,61.0,30.17,94.7,0.983,155.9
강원,2020.02,87.2,90.4,69.7,58.1,30.42,80.8,1.031,154.0
경기,2020.02,106.1,1327.6,77.6,60.7,30.87,92.6,0.876,158.9
경남,2020.02,86.0,315.8,72.7,60.7,30.58,90.4,0.942,156.3
경북,2020.02,86.4,138.8,71.8,60.6,30.43,93.0,1.0,153.6
광주,2020.02,112.6,2947.7,73.6,59.1,30.74,92.5,0.818,156.1
대구,2020.02,107.8,2724.2,79.1,56.8,30.73,96.0,0.805,153.9
대전,2020.02,119.3,2755.5,75.6,60.8,30.61,93.8,0.805,155.9
부산,2020.02,95.1,4343.5,77.4,55.9,31.12,93.5,0.745,155.6
서울,2020.02,134.8,15807.5,81.5,60.1,31.65,92.5,0.641,154.2
울산,2020.02,88.8,1066.7,73.7,59.0,30.37,96.2,0.98,154.9
인천,2020.02,101.3,2766.4,73.9,61.6,30.74,91.8,0.825,156.7
전남,2020.02,103.6,144.7,66.5,63.3,30.27,86.1,1.134,159.3
전북,2020.02,93.0,223.1,69.8,58.0,30.51,87.8,0.904,157.3
제주,2020.02,92.7,362.8,72.7,67.6,30.95,88.9,1.015,152.1
충남,2020.02,91.7,264.0,67.2,59.4,29.99,92.1,1.024,155.9
충북,2020.02,85.5,220.1,69.5,61.7,30.19,94.4,0.98,156.9
강원,2020.03,87.3,90.4,69.7,61.1,30.43,80.9,1.026,155.1
경기,2020.03,108.0,1328.7,77.7,60.3,30.89,92.8,0.874,160.0
경남,2020.03,86.2,315.6,72.7,60.2,30.61,90.8,0.938,157.3
경북,2020.03,85.6,138.8,71.8,60.0,30.46,92.8,0.997,154.7
광주,2020.03,112.3,2947.4,73.6,58.2,30.77,92.8,0.825,157.0
대구,2020.03,107.5,2722.0,79.1,53.6,30.76,95.8,0.803,155.2
대전,2020.03,120.8,2754.3,75.6,59.5,30.62,93.6,0.806,157.0
부산,2020.03,95.2,4340.8,77.4,55.7,31.14,93.8,0.744,156.9
서울,2020.03,135.9,15791.8,81.5,59.0,31.68,92.5,0.639,155.4
울산,2020.03,89.1,1065.5,73.8,57.6,30.4,96.4,0.977,155.9
인천,2020.03,103.8,2767.0,73.9,60.6,30.76,92.0,0.82,157.9
전남,2020.03,103.7,144.6,66.5,62.8,30.28,86.2,1.124,160.2
전북,2020.03,92.9,222.9,69.8,58.2,30.52,88.0,0.899,158.2
제주,2020.03,89.0,362.9,72.7,65.8,30.96,88.8,1.009,153.6
충남,2020.03,91.6,264.0,67.2,60.9,30.01,92.0,1.018,157.0
충북,2020.03,85.8,220.1,69.5,62.8,30.2,94.1,0.977,157.8
강원,2020.04,87.9,90.4,69.7,61.3,30.44,81.1,1.022,156.2
경기,2020.04,108.5,1329.8,77.7,60.0,30.91,93.0,0.872,161.1
경남,2020.04,85.9,315.3,72.8,60.0,30.64,91.3,0.934,158.3
경북,2020.04,86.4,138.7,71.8,60.1,30.48,92.7,0.994,155.8
광주,2020.04,112.2,2947.0,73.6,57.9,30.8,93.1,0.832,158.0
대구,2020.04,107.8,2719.8,79.1,54.0,30.79,95.5,0.802,156.6
대전,2020.04,121.9,2753.0,75.6,59.7,30.62,93.4,0.806,158.2
부산,2020.04,94.8,4338.1,77.4,54.3,31.15,94.0,0.742,158.1
서울,2020.04,134.7,15776.0,81.6,58.6,31.7,92.6,0.638,156.7
울산,2020.04,88.3,1064.3,73.8,57.2,30.42,96.6,0.973,156.9
인천,2020.04,104.6,2767.7,74.0,60.8,30.78,92.2,0.816,159.1
전남,2020.04,103.6,144.6,66.5,62.9,30.3,86.2,1.113,161.1
전북,2020.04,92.0,222.7,69.8,58.7,30.53,88.2,0.894,159.1
제주,2020.04,91.7,363.0,72.7,65.8,30.97,88.7,1.003,155.1
충남,2020.04,92.0,263.9,67.2,62.3,30.03,91.9,1.012,158.1
충북,2020.04,86.0,220.0,69.6,63.1,30.22,93.8,0.974,158.8
강원,2020.05,87.6,90.4,69.7,62.6,30.46,81.2,1.017,157.3
경기,2020.05,109.8,1331.0,77.7,60.8,30.93,93.1,0.87,162.2
경남,2020.05,85.8,315.1,72.8,60.4,30.67,91.8,0.931,159.4
경북,2020.05,86.9,138.7,71.8,61.2,30.51,92.5,0.991,156.9
광주,2020.05,112.2,2946.6,73.6,58.7,30.83,93.3,0.839,159.0
